time,iso3_ref,iso3_cp,Source country,Sector,Sub-sector,Cluster,Activity,Jobs created,Capital investment,Project status,Destination state,Aggregate
2024-05-01,USA,IND,India,IT,AI,Deep Tech,Logistics Hub,916,2886673577.0,Opened,Illinois,BRICS
2020-11-01,USA,CAN,Canada,Energy,Green Tech,Green Growth,Logistics Hub,2134,223640338.0,Announced,Pennsylvania,NAFTA (-US)
2022-12-01,USA,FRA,France,Aerospace,Batteries,Industrial,M&A,926,488306036.0,Announced,Georgia,EU
2016-06-01,USA,IND,India,IT,Cybersecurity,Deep Tech,Innovation Center,1259,2589405478.0,Opened,California,BRICS
2017-07-01,USA,TUR,Turkey,Manufacturing,Batteries,Industrial,R&D,100,215236502.0,Announced,Florida,Other
2020-09-01,USA,VEN,Venezuela,Manufacturing,Robotics,Industrial,Logistics Hub,403,113004235.0,Opened,Virginia,Other
2021-09-01,USA,MEX,Mexico,Automotive,Batteries,Industrial,M&A,415,2864795882.0,Announced,Massachusetts,NAFTA (-US)
2016-03-01,USA,IND,India,Telecom,Software,Deep Tech,Expansion,1637,862255076.0,Opened,Georgia,BRICS
2016-01-01,USA,AUT,Austria,Manufacturing,Transport,Industrial,Logistics Hub,463,22339420.0,Opened,Texas,EU
2020-10-01,USA,MEX,Mexico,Automotive,Transport,Automotive Hub,M&A,1650,837704618.0,Opened,Georgia,NAFTA (-US)
2019-02-01,USA,ARG,Argentina,Manufacturing,Robotics,Automotive Hub,R&D,364,77633985.0,Opened,Massachusetts,Other
2017-03-01,USA,MEX,Mexico,Manufacturing,Hardware,Industrial,Expansion,84,439713358.0,Announced,Washington,NAFTA (-US)
2018-10-01,USA,IND,India,Telecom,Batteries,Digital Economy,R&D,2292,1763278531.0,Announced,California,BRICS
2021-01-01,USA,IND,India,IT,Cloud,Deep Tech,Logistics Hub,214,481286629.0,Announced,California,BRICS
2018-11-01,USA,CHN,China,Manufacturing,Hardware,Industrial,New Investment,59,2288761010.0,Announced,Massachusetts,China
2021-04-01,USA,CHN,China,Semiconductors,Hardware,Deep Tech,Innovation Center,843,2024511707.0,Announced,Illinois,China
2025-05-01,USA,DEU,Germany,Aerospace,Hardware,Automotive Hub,R&D,1528,465776058.0,Announced,North Carolina,EU
2018-01-01,USA,DEU,Germany,Manufacturing,Hardware,Automotive Hub,M&A,1437,507032010.0,Opened,California,EU
2017-12-01,USA,MEX,Mexico,Logistics,Banking,Digital Economy,Innovation Center,2487,409291069.0,Opened,Ohio,NAFTA (-US)
2016-12-01,USA,TUR,Turkey,Manufacturing,Transport,Automotive Hub,M&A,562,118185165.0,Opened,Pennsylvania,Other
2017-06-01,USA,MEX,Mexico,Manufacturing,Robotics,Industrial,Expansion,2166,1733760009.0,Announced,California,NAFTA (-US)
2017-03-01,USA,CAN,Canada,Energy,Oil & Gas,Green Growth,R&D,905,751320778.0,Announced,Virginia,NAFTA (-US)
2024-12-01,USA,CHN,China,Semiconductors,Batteries,Deep Tech,M&A,1727,2889185451.0,Opened,Georgia,China
2022-08-01,USA,MEX,Mexico,Automotive,Batteries,Industrial,Innovation Center,1717,270385549.0,Announced,Ohio,NAFTA (-US)
2018-03-01,USA,CHN,China,Manufacturing,Hardware,Industrial,Expansion,1436,2920656266.0,Opened,Georgia,China
2021-12-01,USA,CHN,China,Semiconductors,Batteries,Deep Tech,Logistics Hub,295,871533656.0,Opened,New York,China
2020-12-01,USA,AUT,Austria,IT,Batteries,Deep Tech,Logistics Hub,21,47686162.0,Announced,California,EU
2019-10-01,USA,COL,Colombia,Manufacturing,Batteries,Automotive Hub,New Investment,560,369906069.0,Opened,Ohio,Other
2023-05-01,USA,CHN,China,Semiconductors,Hardware,Digital Economy,Innovation Center,1173,665000955.0,Opened,Florida,China
2017-05-01,USA,ESP,Spain,Manufacturing,Hardware,Automotive Hub,Logistics Hub,372,219997483.0,Opened,Ohio,EU
2023-09-01,USA,CHN,China,Semiconductors,Cybersecurity,Tech,M&A,818,1599246796.0,Announced,Ohio,China
2020-05-01,USA,FRA,France,Aerospace,Batteries,Automotive Hub,M&A,1093,1093972547.0,Opened,Virginia,EU
2016-08-01,USA,CHE,Switzerland,Manufacturing,Batteries,Automotive Hub,Expansion,521,342592440.0,Opened,Ohio,Other
2022-07-01,USA,CHN,China,Semiconductors,Software,Deep Tech,Manufacturing Plant,371,2433376994.0,Opened,Massachusetts,China
2018-03-01,USA,CAN,Canada,Mining,Green Tech,Energy,Innovation Center,101,2789965780.0,Opened,Illinois,NAFTA (-US)
2019-10-01,USA,EGY,Egypt,Energy,Oil & Gas,Commodities,Headquarters,243,126212144.0,Opened,Illinois,Other
2020-02-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,M&A,512,1586722960.0,Opened,California,China
2021-11-01,USA,IND,India,Biotech,Green Tech,Commodities,Headquarters,2274,2263680533.0,Opened,California,BRICS
2016-03-01,USA,IND,India,Telecom,Batteries,Deep Tech,Expansion,2115,733839267.0,Opened,Massachusetts,BRICS
2023-09-01,USA,CHN,China,Semiconductors,Cloud,Tech,M&A,1261,1424659585.0,Opened,Washington,China
2021-04-01,USA,ESP,Spain,Manufacturing,Robotics,Industrial,Manufacturing Plant,399,33495260.0,Announced,Ohio,EU
2019-08-01,USA,GBR,United Kingdom,Logistics,Software,Industrial,R&D,1873,2143855391.0,Opened,New York,UK
2020-05-01,USA,GBR,United Kingdom,Finance,Insurance,Services,Manufacturing Plant,2270,1673158605.0,Announced,Virginia,UK
2017-12-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,New Investment,2476,1035563485.0,Announced,New York,China
2020-12-01,USA,PER,Peru,Energy,Oil & Gas,Energy,New Investment,416,163559725.0,Opened,New York,Other
2016-03-01,USA,CHN,China,Manufacturing,Hardware,Automotive Hub,New Investment,2419,385983127.0,Opened,Pennsylvania,China
2017-08-01,USA,DEU,Germany,Automotive,Batteries,Industrial,Logistics Hub,229,433740983.0,Announced,Georgia,EU
2019-10-01,USA,CHE,Switzerland,Manufacturing,Batteries,Industrial,New Investment,280,318076069.0,Announced,New York,Other
2017-03-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,Logistics Hub,1314,9580814.0,Announced,Ohio,China
2018-01-01,USA,CHL,Chile,IT,AI,Tech,Manufacturing Plant,214,132706357.0,Announced,New York,Other
2023-10-01,USA,CHN,China,Semiconductors,Cybersecurity,Digital Economy,New Investment,321,402350219.0,Announced,Pennsylvania,China
2022-06-01,USA,SAU,Saudi Arabia,IT,Cybersecurity,Deep Tech,Manufacturing Plant,313,344068778.0,Opened,Pennsylvania,Other
2021-11-01,USA,MEX,Mexico,Automotive,Hardware,Automotive Hub,M&A,668,2624108839.0,Announced,Massachusetts,NAFTA (-US)
2017-05-01,USA,MEX,Mexico,Construction,Batteries,Automotive Hub,Manufacturing Plant,2428,5646342.0,Announced,Ohio,NAFTA (-US)
2024-12-01,USA,COL,Colombia,Manufacturing,Hardware,Industrial,R&D,470,54616105.0,Opened,North Carolina,Other
2022-12-01,USA,CAN,Canada,Energy,Renewables,Energy,Expansion,675,1110695003.0,Opened,Florida,NAFTA (-US)
2024-04-01,USA,MEX,Mexico,Automotive,Batteries,Industrial,New Investment,2427,1448516625.0,Announced,Illinois,NAFTA (-US)
2016-09-01,USA,JPN,Japan,Semiconductors,Batteries,Deep Tech,Manufacturing Plant,2328,2928446407.0,Announced,Illinois,Other
2019-02-01,USA,MEX,Mexico,Logistics,Hardware,Deep Tech,Logistics Hub,618,529848876.0,Announced,North Carolina,NAFTA (-US)
2019-12-01,USA,MEX,Mexico,Logistics,Software,Tech,Headquarters,2357,1722354439.0,Opened,New York,NAFTA (-US)
2020-12-01,USA,ITA,Italy,Energy,Green Tech,Commodities,New Investment,475,243549603.0,Opened,Texas,EU
2021-03-01,USA,CHN,China,Logistics,Oil & Gas,Life Sciences,New Investment,2309,450466080.0,Announced,Massachusetts,China
2023-02-01,USA,CHN,China,Semiconductors,Hardware,Tech,Headquarters,1329,1151005345.0,Opened,Washington,China
2016-02-01,USA,NOR,Norway,Energy,Oil & Gas,Commodities,Headquarters,286,86935175.0,Opened,Texas,Other
2023-04-01,USA,EGY,Egypt,IT,Software,Deep Tech,Manufacturing Plant,103,282559870.0,Announced,Pennsylvania,Other
2021-12-01,USA,MEX,Mexico,Automotive,Robotics,Industrial,New Investment,687,65958489.0,Announced,Texas,NAFTA (-US)
2016-11-01,USA,EGY,Egypt,Manufacturing,Batteries,Automotive Hub,New Investment,441,131508836.0,Opened,New York,Other
2021-04-01,USA,DEU,Germany,Finance,Banking,Services,Logistics Hub,738,1553291590.0,Announced,New York,EU
2022-05-01,USA,GBR,United Kingdom,Finance,Banking,Services,Innovation Center,1959,1575258621.0,Announced,Virginia,UK
2022-09-01,USA,KOR,South Korea,Manufacturing,Robotics,Automotive Hub,Expansion,476,203029310.0,Opened,Massachusetts,Other
2021-12-01,USA,BEL,Belgium,IT,Hardware,Deep Tech,M&A,462,221132148.0,Announced,Georgia,EU
2017-09-01,USA,CHN,China,Automotive,Robotics,Automotive Hub,Logistics Hub,486,302588713.0,Announced,Georgia,China
2017-06-01,USA,SGP,Singapore,Manufacturing,Batteries,Automotive Hub,M&A,364,65649071.0,Announced,Virginia,Other
2023-10-01,USA,IND,India,IT,AI,Tech,New Investment,2457,2485113158.0,Opened,Massachusetts,BRICS
2021-04-01,USA,CHN,China,IT,Hardware,Digital Economy,R&D,1766,17207812.0,Announced,Pennsylvania,China
2022-10-01,USA,CHN,China,Semiconductors,Hardware,Tech,Expansion,835,2152677547.0,Announced,Pennsylvania,China
2025-02-01,USA,MEX,Mexico,Automotive,Batteries,Industrial,Expansion,2415,1626718505.0,Announced,Virginia,NAFTA (-US)
2025-03-01,USA,CHN,China,Semiconductors,AI,Tech,Logistics Hub,250,683783058.0,Announced,North Carolina,China
2023-11-01,USA,CHN,China,Semiconductors,Software,Deep Tech,Logistics Hub,1264,1521280699.0,Opened,Georgia,China
2019-02-01,USA,GBR,United Kingdom,Finance,Insurance,Services,R&D,872,1678215958.0,Announced,Georgia,UK
2018-08-01,USA,MEX,Mexico,Automotive,Robotics,Automotive Hub,Innovation Center,919,925820678.0,Opened,Georgia,NAFTA (-US)
2016-11-01,USA,CHN,China,Manufacturing,Transport,Industrial,Expansion,2414,949695073.0,Announced,Virginia,China
2019-09-01,USA,IND,India,IT,AI,Tech,Headquarters,1898,2148931400.0,Announced,Illinois,BRICS
2023-05-01,USA,CHN,China,Automotive,Hardware,Automotive Hub,New Investment,1328,1783280050.0,Opened,Ohio,China
2018-09-01,USA,MEX,Mexico,Manufacturing,Robotics,Automotive Hub,Innovation Center,210,726921576.0,Opened,Illinois,NAFTA (-US)
2024-06-01,USA,CHN,China,Manufacturing,Robotics,Industrial,M&A,816,805623276.0,Opened,Georgia,China
2019-05-01,USA,CHN,China,Semiconductors,Cybersecurity,Digital Economy,R&D,234,45518936.0,Announced,Illinois,China
2016-08-01,USA,ESP,Spain,Manufacturing,Hardware,Automotive Hub,Headquarters,590,370150315.0,Opened,California,EU
2016-11-01,USA,CHN,China,Semiconductors,Software,Tech,Headquarters,2167,1233563278.0,Opened,Florida,China
2023-02-01,USA,NOR,Norway,IT,Cybersecurity,Digital Economy,R&D,336,334121818.0,Opened,Washington,Other
2020-03-01,USA,CHN,China,Semiconductors,Cloud,Digital Economy,Manufacturing Plant,1640,496722313.0,Opened,California,China
2023-04-01,USA,IND,India,IT,Batteries,Deep Tech,Manufacturing Plant,1215,1669357187.0,Opened,Virginia,BRICS
2019-05-01,USA,CHE,Switzerland,IT,Batteries,Deep Tech,Logistics Hub,147,183168603.0,Announced,Georgia,Other
2017-05-01,USA,IND,India,IT,Hardware,Deep Tech,Expansion,213,2891191226.0,Opened,Ohio,BRICS
2022-04-01,USA,IND,India,IT,Cloud,Deep Tech,M&A,1742,925606112.0,Opened,Washington,BRICS
2019-10-01,USA,CHN,China,Manufacturing,Robotics,Industrial,Manufacturing Plant,752,517665481.0,Announced,Florida,China
2018-08-01,USA,IND,India,IT,Batteries,Tech,New Investment,2387,2232230229.0,Opened,Virginia,BRICS
2022-07-01,USA,CHN,China,Semiconductors,Hardware,Deep Tech,New Investment,1795,818717860.0,Announced,Illinois,China
2022-08-01,USA,CHN,China,Semiconductors,Software,Deep Tech,Innovation Center,105,1984643857.0,Announced,Texas,China
2020-06-01,USA,MEX,Mexico,Manufacturing,Hardware,Industrial,Headquarters,1483,2151448641.0,Announced,California,NAFTA (-US)
2023-02-01,USA,IND,India,IT,Hardware,Digital Economy,Expansion,1960,2741352988.0,Opened,Florida,BRICS
2023-08-01,USA,BEL,Belgium,Energy,Oil & Gas,Energy,M&A,379,197188161.0,Opened,California,EU
2017-08-01,USA,IND,India,IT,Cloud,Deep Tech,R&D,713,2853878446.0,Announced,Virginia,BRICS
2018-09-01,USA,CHN,China,Energy,Oil & Gas,Commodities,Headquarters,1373,2359905824.0,Announced,New York,China
2022-02-01,USA,CZE,Czech Republic,Manufacturing,Hardware,Industrial,M&A,236,119291382.0,Announced,Florida,EU
2019-04-01,USA,CHN,China,Manufacturing,Transport,Industrial,R&D,712,1098278052.0,Announced,Texas,China
2018-08-01,USA,ESP,Spain,IT,Cloud,Digital Economy,Headquarters,444,300601899.0,Opened,New York,EU
2025-06-01,USA,FRA,France,Aerospace,Robotics,Automotive Hub,Manufacturing Plant,1151,2416786642.0,Announced,New York,EU
2024-01-01,USA,MEX,Mexico,Automotive,Transport,Industrial,New Investment,2203,268396096.0,Announced,Florida,NAFTA (-US)
2016-02-01,USA,CHN,China,Manufacturing,Transport,Industrial,R&D,2283,1649239859.0,Opened,Virginia,China
2024-01-01,USA,CAN,Canada,Energy,Green Tech,Commodities,Logistics Hub,2337,1909059389.0,Opened,New York,NAFTA (-US)
2018-09-01,USA,CZE,Czech Republic,IT,Batteries,Digital Economy,M&A,552,71570527.0,Opened,Georgia,EU
2024-09-01,USA,CHN,China,Semiconductors,AI,Deep Tech,Logistics Hub,785,1856125117.0,Opened,Massachusetts,China
2022-05-01,USA,CHN,China,Semiconductors,Software,Tech,Manufacturing Plant,2346,1942449057.0,Opened,Georgia,China
2018-06-01,USA,POL,Poland,Manufacturing,Hardware,Industrial,R&D,137,76588727.0,Announced,Florida,EU
2018-09-01,USA,AUS,Australia,Manufacturing,Hardware,Automotive Hub,Manufacturing Plant,87,62196450.0,Announced,California,Other
2022-05-01,USA,IND,India,IT,Hardware,Tech,M&A,1778,1373390580.0,Announced,Washington,BRICS
2018-02-01,USA,CHL,Chile,Manufacturing,Hardware,Industrial,New Investment,310,315184177.0,Opened,Washington,Other
2017-10-01,USA,CAN,Canada,Energy,Renewables,Commodities,R&D,1305,1262037634.0,Announced,California,NAFTA (-US)
2024-07-01,USA,IND,India,Telecom,Hardware,Tech,M&A,764,2886643709.0,Announced,Washington,BRICS
2021-06-01,USA,CHN,China,Construction,Transport,Industrial,Logistics Hub,152,1596755233.0,Opened,New York,China
2019-02-01,USA,FRA,France,Retail,Insurance,Services,Expansion,1326,76280405.0,Announced,California,EU
2024-07-01,USA,POL,Poland,IT,Batteries,Tech,New Investment,8,93401190.0,Opened,New York,EU
2023-06-01,USA,NOR,Norway,Energy,Green Tech,Energy,New Investment,235,26777570.0,Announced,North Carolina,Other
2019-10-01,USA,TUR,Turkey,Manufacturing,Batteries,Industrial,Expansion,561,166056557.0,Announced,Ohio,Other
2025-06-01,USA,MEX,Mexico,Automotive,Batteries,Automotive Hub,Headquarters,38,2429448647.0,Announced,Texas,NAFTA (-US)
2017-03-01,USA,CAN,Canada,Energy,Green Tech,Commodities,Innovation Center,421,1615925786.0,Opened,North Carolina,NAFTA (-US)
2024-02-01,USA,CAN,Canada,Mining,Oil & Gas,Energy,Headquarters,348,1577915495.0,Announced,Ohio,NAFTA (-US)
2024-10-01,USA,MEX,Mexico,Manufacturing,Transport,Automotive Hub,Expansion,1570,2259123359.0,Announced,Massachusetts,NAFTA (-US)
2019-08-01,USA,CHN,China,Automotive,Robotics,Automotive Hub,Logistics Hub,1919,1553983056.0,Opened,Texas,China
2020-01-01,USA,MEX,Mexico,Automotive,Robotics,Automotive Hub,Manufacturing Plant,1902,2880951923.0,Announced,Florida,NAFTA (-US)
2024-08-01,USA,MEX,Mexico,Automotive,Robotics,Automotive Hub,Logistics Hub,1398,1157433615.0,Announced,Ohio,NAFTA (-US)
2022-03-01,USA,MEX,Mexico,Manufacturing,Transport,Industrial,Expansion,1825,835414448.0,Opened,California,NAFTA (-US)
2021-01-01,USA,MEX,Mexico,Manufacturing,Transport,Automotive Hub,Expansion,1229,2479197908.0,Announced,New York,NAFTA (-US)
2021-07-01,USA,CHN,China,Telecom,Software,Tech,Manufacturing Plant,1722,2782136468.0,Opened,Washington,China
2016-06-01,USA,CHN,China,Finance,E-commerce,Services,Headquarters,1221,126040137.0,Opened,Pennsylvania,China
2016-09-01,USA,CHN,China,Semiconductors,AI,Tech,M&A,115,2188523960.0,Opened,Virginia,China
2016-06-01,USA,FIN,Finland,Manufacturing,Hardware,Automotive Hub,Headquarters,65,329724499.0,Announced,New York,EU
2022-01-01,USA,JPN,Japan,Manufacturing,Transport,Automotive Hub,R&D,825,1831134766.0,Opened,Georgia,Other
2024-07-01,USA,CHN,China,Manufacturing,Transport,Industrial,Logistics Hub,2350,1900016327.0,Opened,Florida,China
2023-11-01,USA,CHN,China,Semiconductors,Cloud,Tech,Innovation Center,969,1354903080.0,Announced,Georgia,China
2018-08-01,USA,CHN,China,Semiconductors,AI,Tech,Logistics Hub,2243,2931941578.0,Opened,Illinois,China
2019-05-01,USA,COL,Colombia,Manufacturing,Transport,Industrial,Logistics Hub,12,226586840.0,Opened,Washington,Other
2025-06-01,USA,FRA,France,Pharma,Batteries,Digital Economy,Expansion,689,161545712.0,Announced,North Carolina,EU
2022-04-01,USA,MEX,Mexico,Logistics,Renewables,Logistics,Expansion,2265,1659638525.0,Announced,Virginia,NAFTA (-US)
2016-08-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,Logistics Hub,630,1148067299.0,Announced,North Carolina,China
2021-12-01,USA,DEU,Germany,Automotive,Batteries,Industrial,Headquarters,2101,1044411929.0,Announced,Illinois,EU
2020-02-01,USA,CHN,China,Semiconductors,Hardware,Deep Tech,M&A,824,722770599.0,Opened,Massachusetts,China
2023-08-01,USA,MEX,Mexico,Automotive,Transport,Industrial,R&D,2433,815963511.0,Announced,Texas,NAFTA (-US)
2021-02-01,USA,CHN,China,Semiconductors,Cybersecurity,Deep Tech,New Investment,118,1978943683.0,Announced,Massachusetts,China
2022-12-01,USA,SGP,Singapore,Manufacturing,Hardware,Industrial,Innovation Center,253,156020829.0,Announced,New York,Other
2021-02-01,USA,MEX,Mexico,Logistics,Insurance,Tech,Manufacturing Plant,780,1063045431.0,Announced,Virginia,NAFTA (-US)
2025-03-01,USA,CHN,China,Manufacturing,Transport,Automotive Hub,Manufacturing Plant,1439,2729342117.0,Announced,North Carolina,China
2016-07-01,USA,ISR,Israel,Energy,Green Tech,Commodities,Expansion,235,239704214.0,Announced,New York,Other
2022-03-01,USA,CHN,China,Manufacturing,Hardware,Industrial,Logistics Hub,708,314098063.0,Opened,Texas,China
2022-12-01,USA,CAN,Canada,Mining,Green Tech,Energy,M&A,22,1778881308.0,Opened,Ohio,NAFTA (-US)
2022-08-01,USA,IND,India,Telecom,Cloud,Digital Economy,Headquarters,843,2997504759.0,Announced,Virginia,BRICS
2016-04-01,USA,KEN,Kenya,Energy,Green Tech,Commodities,M&A,570,364143004.0,Opened,Ohio,Other
2016-06-01,USA,DEU,Germany,Manufacturing,Hardware,Industrial,Headquarters,192,31801658.0,Announced,Texas,EU
2020-10-01,USA,PER,Peru,IT,Cybersecurity,Deep Tech,New Investment,103,78393035.0,Opened,Florida,Other
2017-10-01,USA,CHN,China,Manufacturing,Batteries,Industrial,R&D,1019,2445025142.0,Opened,Florida,China
2018-02-01,USA,CHN,China,Automotive,Robotics,Industrial,New Investment,231,1919121277.0,Announced,North Carolina,China
2016-03-01,USA,CHN,China,Manufacturing,Hardware,Industrial,Headquarters,240,1922198937.0,Announced,Virginia,China
2019-05-01,USA,SWE,Sweden,IT,Hardware,Digital Economy,Manufacturing Plant,232,343895816.0,Announced,Ohio,EU
2020-12-01,USA,GBR,United Kingdom,Finance,Insurance,Services,Innovation Center,2281,1336771212.0,Opened,Georgia,UK
2024-10-01,USA,IND,India,Telecom,Software,Digital Economy,New Investment,439,898097846.0,Announced,Virginia,BRICS
2017-02-01,USA,CHN,China,Semiconductors,Software,Tech,M&A,345,2000476119.0,Announced,Washington,China
2022-03-01,USA,VEN,Venezuela,Manufacturing,Transport,Industrial,Expansion,428,178857409.0,Opened,New York,Other
2022-10-01,USA,FRA,France,Manufacturing,Robotics,Industrial,R&D,2189,2703554270.0,Announced,Illinois,EU
2016-12-01,USA,EGY,Egypt,Manufacturing,Transport,Industrial,Manufacturing Plant,93,29896625.0,Announced,North Carolina,Other
2023-03-01,USA,DEU,Germany,Manufacturing,Robotics,Industrial,Headquarters,284,1532517594.0,Opened,Virginia,EU
2016-12-01,USA,ISR,Israel,Manufacturing,Batteries,Industrial,Innovation Center,223,15290407.0,Announced,Ohio,Other
2017-01-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,Expansion,463,258364256.0,Announced,Florida,China
2018-01-01,USA,GBR,United Kingdom,Finance,Banking,Services,New Investment,1706,2852110795.0,Opened,North Carolina,UK
2019-09-01,USA,BRA,Brazil,Energy,Oil & Gas,Commodities,Logistics Hub,2405,1453478920.0,Announced,Illinois,BRICS
2017-07-01,USA,CHN,China,Manufacturing,Hardware,Automotive Hub,Headquarters,1047,2604608543.0,Announced,Georgia,China
2020-07-01,USA,NOR,Norway,IT,Cybersecurity,Digital Economy,Manufacturing Plant,270,362473626.0,Opened,Pennsylvania,Other
2025-02-01,USA,CHN,China,Semiconductors,Cybersecurity,Digital Economy,Innovation Center,665,169497228.0,Announced,Washington,China
2024-04-01,USA,CHN,China,Semiconductors,Cloud,Digital Economy,Manufacturing Plant,1015,2497525676.0,Announced,New York,China
2019-09-01,USA,MEX,Mexico,Manufacturing,Hardware,Automotive Hub,M&A,1055,230827193.0,Announced,Florida,NAFTA (-US)
2016-08-01,USA,CHN,China,Semiconductors,Hardware,Deep Tech,R&D,363,456521845.0,Opened,Georgia,China
